x,y
400.0,87.91231028294678
401.0,64.17614446423086
402.0,41.44759635537234
403.0,20.23630991190512
404.0,1.0519290893630666
405.0,-15.595902156719939
406.0,-29.19753987081001
407.0,-39.24371197649351
408.0,-45.32842727845466
409.0,-47.28947537305423
410.0,-44.998311411384364
411.0,-37.91186050533499
412.0,-24.50860470883379
413.0,-3.127850209495301
414.0,27.353564006029874
415.0,66.79002422813957
416.0,114.85183869703512
417.0,170.94467058210853
418.0,233.86690200367295
419.0,302.33433882490056
420.0,375.61019620473473
421.0,454.2138294236577
422.0,538.83652155721
423.0,629.4141208647786
424.0,724.197000756505
425.0,821.2122017956772
426.0,919.3713376310583
427.0,1019.5051788856701
428.0,1122.684583163686
429.0,1228.289268318668
430.0,1332.2282960910054
431.0,1429.9949075550194
432.0,1518.4503273428986
433.0,1597.1867343682943
434.0,1666.1125041707073
435.0,1724.2386666700802
436.0,1768.8805977720065
437.0,1797.178749136615
438.0,1807.6220944213044
439.0,1801.1791700805884
440.0,1779.081105462316
441.0,1742.2441543485868
442.0,1691.0362144347835
443.0,1625.790069697434
444.0,1548.154608350519
445.0,1461.8927807010293
446.0,1370.932692655063
447.0,1277.735136011512
448.0,1182.5266688924057
449.0,1085.407295577413
450.0,989.3308634590986
451.0,901.2638548547677
452.0,828.3410965353067
453.0,772.2116444489949
454.0,727.208177649205
455.0,687.3090193814107
456.0,651.835739944725
457.0,626.6957018029706
458.0,618.0372688164941
459.0,627.1446214258588
460.0,649.7595391154553
461.0,681.4027285894189
462.0,719.5347012992628
463.0,763.6070443704165
464.0,813.0888138448722
465.0,865.9132078952443
466.0,918.5556528196475
467.0,967.5043710641598
468.0,1010.4876221178754
469.0,1046.2938646933956
470.0,1073.67354566469
471.0,1090.2974882671142
472.0,1093.0054193211502
473.0,1078.9623386835663
474.0,1049.7795454125892
475.0,1010.1479193446165
476.0,964.4554707959544
477.0,913.1918758540295
478.0,854.4842130245622
479.0,786.8481660494548
480.0,712.7250223680112
481.0,636.6910276245422
482.0,563.0499777051568
483.0,493.7893609720563
484.0,429.7988820343664
485.0,371.74889102279917
486.0,318.8803718401703
487.0,269.84565905966093
488.0,223.5030041641787
489.0,179.90529018005242
490.0,139.5315818297205
491.0,102.8529441316969
492.0,70.29834137446198
493.0,42.283766483254006
494.0,19.01856332682622
495.0,-0.13968055573388316
496.0,-16.052770779428712
497.0,-29.053725544924205
498.0,-37.59919753242814
499.0,-39.730350800726036
500.0,-34.16756499926102
501.0,-21.649416517463052
502.0,-3.2861501762872414
503.0,20.36443762792197
504.0,50.12474444141429
505.0,87.03042557101345
506.0,132.30429382094724
507.0,187.5532575808361
508.0,254.41269429492382
509.0,332.9485065549973
510.0,420.493355056975
511.0,514.1019354049337
512.0,610.6375996600572
513.0,706.6874380468527
514.0,798.8027029604261
515.0,883.0659258443196
516.0,954.9968661403527
517.0,1010.163671905813
518.0,1046.0134888996456
519.0,1061.8724605824511
520.0,1057.2954913399155
521.0,1034.3223815663277
522.0,997.0625492242365
523.0,949.5518850443896
524.0,894.1374650167689
525.0,832.0273218252221
526.0,764.5950270652473
527.0,695.0143017329548
528.0,627.4648920399549
529.0,566.0951035586281
530.0,514.7396471253581
531.0,477.09267948766615
532.0,456.25573553168505
533.0,451.92630867156515
534.0,462.58750937958166
535.0,486.74862438532233
536.0,523.0437784854643
537.0,570.1422221138947
538.0,626.1986920443844
539.0,687.5958279502366
540.0,750.3362756276633
541.0,811.0861190601292
542.0,868.2666781952644
543.0,920.59465037732
544.0,968.1896897322927
