x,y
400.0,465.66817158636775
401.0,416.21822565461804
402.0,373.21851980450276
403.0,336.20273725031115
404.0,304.7045612063323
405.0,278.2576748868549
406.0,256.3957615061684
407.0,238.65277292791177
408.0,224.6372722000494
409.0,214.13393215378323
410.0,206.9517505446799
411.0,202.60153545310018
412.0,199.8902578666271
413.0,197.5251628246846
414.0,194.70830464348302
415.0,191.80966916674916
416.0,189.36708408868134
417.0,187.77395317586627
418.0,187.09227060542176
419.0,187.3372805007897
420.0,188.4154877062047
421.0,189.98387303981178
422.0,191.66671454773928
423.0,193.54565937596936
424.0,196.72280553949815
425.0,202.42935969324608
426.0,210.21744063253536
427.0,215.99624241413204
428.0,215.2194067155087
429.0,206.95949732514242
430.0,197.92495029749796
431.0,195.76193278666432
432.0,203.99839578008059
433.0,217.94094870914216
434.0,231.93649775942546
435.0,242.36280528289862
436.0,249.54185841749677
437.0,254.24894840377416
438.0,257.27316100551735
439.0,259.4289463385064
440.0,261.5301884648157
441.0,264.11430370803055
442.0,267.23723957144307
443.0,270.9034311778869
444.0,274.8869732722284
445.0,278.5818942745924
446.0,281.3504522947076
447.0,282.77078208959887
448.0,282.74972709091526
449.0,281.2146112957738
450.0,277.7375175662956
451.0,271.3776315592245
452.0,261.19157224122114
453.0,247.78047465043858
454.0,233.80539613397968
455.0,222.01412897794262
456.0,213.19849447529333
457.0,205.73949175194147
458.0,197.8964875820354
459.0,188.7253347331022
460.0,178.189426735487
461.0,166.33083701407213
462.0,153.89850777503506
463.0,142.36693323538836
464.0,133.1464920655565
465.0,125.60948713281802
466.0,117.19376523064275
467.0,105.43703270346299
468.0,90.98265944190919
469.0,77.12927640215311
470.0,67.03393814027527
471.0,60.45586697788517
472.0,54.53862725411603
473.0,46.56443890790408
474.0,36.45698637901909
475.0,25.96947635357783
476.0,16.795058619906154
477.0,9.555340414486242
478.0,4.204842752560119
479.0,0.7147575104799988
480.0,-0.6946942976344007
481.0,0.33214402101032636
482.0,3.8858066181246422
483.0,7.9558322590311095
484.0,9.536020336513857
485.0,6.295134395351984
486.0,0.4766033936773567
487.0,-3.7921802611815805
488.0,-3.389409025471741
489.0,-1.0095059987688966
490.0,-1.4218194357643235
491.0,-8.05262362026224
492.0,-17.683907389118932
493.0,-25.050534981915362
494.0,-26.360967424583027
495.0,-23.899939484687735
496.0,-21.51742938354226
497.0,-21.625625800505862
498.0,-21.534817458072595
499.0,-17.424854346423363
500.0,-6.3783441701023476
501.0,11.839683612213618
502.0,36.97151168653839
503.0,69.98516527429167
504.0,114.91096889431516
505.0,176.2451081322673
506.0,257.81118864842136
507.0,362.0525081605568
508.0,491.2197166838552
509.0,645.6133937701475
510.0,822.1380694697502
511.0,1017.2892178435353
512.0,1224.145748894442
513.0,1430.8537369127687
514.0,1625.3007685563884
515.0,1799.5077769375662
516.0,1950.4584169120467
517.0,2075.337633127844
518.0,2169.204652540776
519.0,2224.9929844144654
520.0,2235.9657923557565
521.0,2202.5178785317303
522.0,2130.9838367158904
523.0,2027.7754992175674
524.0,1898.0199418737157
525.0,1745.9777196267519
526.0,1576.2635353543567
527.0,1397.0599162514916
528.0,1218.5432913672832
529.0,1050.5959174639795
530.0,900.7649420800499
531.0,775.5509098883367
532.0,680.1561820901984
533.0,612.3463442881872
534.0,567.2339317315977
535.0,540.2919901919003
536.0,528.6344352952091
537.0,529.837589439474
538.0,541.3418641138626
539.0,560.1194752223919
540.0,583.0425363891546
541.0,607.3883843316403
542.0,631.53780995201
543.0,654.0652917457629
544.0,674.8143669246389
545.0,696.3062678698244
546.0,721.374210276692
547.0,750.8763883136409
548.0,782.4121703206757
549.0,813.3073083781071
550.0,842.0296972224655
551.0,868.4924165208467
552.0,892.7040981590717
553.0,914.736523242279
554.0,934.7246220949278
555.0,952.6704959017954
556.0,966.5476457663015
557.0,972.7679524322077
558.0,968.2304010978088
559.0,955.4721680506271
560.0,940.447472820381
561.0,928.4125478404137
562.0,918.9311870693225
563.0,908.9434398043642
564.0,896.1075483299574
565.0,882.0420726825632
566.0,869.6984011149632
567.0,861.0033918345528
568.0,853.7817652990806
569.0,844.8338638876011
570.0,832.1435878867755
571.0,817.1103902252594
572.0,801.7422012649946
573.0,787.2992464448427
574.0,773.4195414152653
575.0,759.5330084549512
576.0,745.3636395700519
577.0,731.1077918316128
