x,y
400.0,287.4801642197457
401.0,270.213214422819
402.0,252.31328133619195
403.0,233.8929476536712
404.0,215.06479606906345
405.0,195.94140927617516
406.0,176.63536996881322
407.0,157.25938879428494
408.0,137.96171254480862
409.0,118.97446635917925
410.0,100.54136617192135
411.0,82.76555265338106
412.0,65.418357248157
413.0,48.224396216388634
414.0,31.224460566211928
415.0,15.205629772276664
416.0,1.0614472320331747
417.0,-10.596352595307426
418.0,-19.80270222653445
419.0,-26.682917348650488
420.0,-31.371853833626457
421.0,-34.02625941606362
422.0,-34.804812622461796
423.0,-33.62713069592785
424.0,-29.879453582187317
425.0,-22.87658619127217
426.0,-12.070882700822084
427.0,2.786877809649236
428.0,21.903091631672318
429.0,44.863640691288204
430.0,69.94513075750774
431.0,95.26706190901884
432.0,120.14806482794826
433.0,146.30063731321297
434.0,175.70949615909467
435.0,208.89383081384221
436.0,243.5265586073766
437.0,276.9724794776894
438.0,308.4878013724815
439.0,340.80651379921005
440.0,377.0032667271592
441.0,417.3882320542389
442.0,457.4572405800854
443.0,492.26001612637083
444.0,519.472477314288
445.0,541.1038177831493
446.0,559.5367499273858
447.0,575.3389061583576
448.0,586.3141528986408
449.0,590.0831604522709
450.0,586.7045561835929
451.0,579.7568902358208
452.0,572.9937409106719
453.0,566.0660555172102
454.0,553.1530991572777
455.0,528.2278263210816
456.0,491.2930426275839
457.0,449.7836162448815
458.0,411.4103060570457
459.0,378.5101311505385
460.0,347.2971053667178
461.0,313.81992829168746
462.0,278.173571207803
463.0,244.6062239908639
464.0,217.37625197005076
465.0,196.98745361824228
466.0,180.3799500178673
467.0,164.51795901754357
468.0,149.27052085419712
469.0,136.99022289574586
470.0,129.87426557770985
471.0,126.59811047649384
472.0,123.1261776210154
473.0,115.72210234091739
474.0,105.38186083584466
475.0,96.37912730071483
476.0,92.51996165401148
477.0,91.70168652046176
478.0,88.14315442875154
479.0,76.73801130809014
480.0,59.179445287633115
481.0,40.8586077982434
482.0,26.642027340263148
483.0,16.968549464470872
484.0,10.178577111746021
485.0,4.679336322532263
486.0,-0.5883676967991827
487.0,-6.4639882822994155
488.0,-13.42763639807261
489.0,-19.896959969565366
490.0,-23.55382859725104
491.0,-22.73320509543995
492.0,-18.999284999444832
493.0,-14.911200288274872
494.0,-12.4758180739953
495.0,-11.422516634591457
496.0,-10.893961601924754
497.0,-9.98710749924478
498.0,-7.636708232460489
499.0,-2.741711168875262
500.0,5.594283132639167
501.0,17.659574991618076
502.0,33.63073476008318
503.0,53.94760827171067
504.0,79.70778823540611
505.0,112.11103817134585
506.0,152.52680847334454
507.0,202.67279088257175
508.0,264.2724782660307
509.0,335.94514420060483
510.0,410.9040615206773
511.0,481.9088438425606
512.0,546.1384752472823
513.0,607.1526275729522
514.0,668.8933705025809
515.0,731.5309733854979
516.0,790.707075867574
517.0,841.8986247949482
518.0,882.9591184213554
519.0,914.118606408127
520.0,935.6825854884556
521.0,947.485455725936
522.0,948.9692506865829
523.0,939.706056052074
524.0,921.0229677862573
525.0,895.4307716123363
526.0,865.3657439388211
527.0,832.3328335295508
528.0,797.3165106291303
529.0,761.5529310657778
530.0,728.1803890523347
531.0,701.1897228556375
532.0,683.759719818787
533.0,674.3763680221309
534.0,669.8515116140949
535.0,668.4405374604572
536.0,674.9192495562518
537.0,695.9007670107649
538.0,735.8218018875626
539.0,791.6227153883963
540.0,858.6325813637915
541.0,933.0976051423123
542.0,1013.7614128161126
543.0,1099.7854606606404
544.0,1189.7831234573878
545.0,1281.2113321211853
546.0,1371.3911145004754
547.0,1458.413317354711
548.0,1541.6390043580143
549.0,1620.4986755727314
550.0,1692.612936278396
551.0,1753.3122814502117
552.0,1797.9280183852925
553.0,1825.1926523646189
554.0,1837.2398866530414
555.0,1836.2441949129272
556.0,1822.7774011259069
557.0,1796.1776063758186
558.0,1756.0235810650588
559.0,1704.8069435661253
560.0,1646.7846528216146
561.0,1585.9561461893063
562.0,1524.166744564406
563.0,1462.2688988104692
564.0,1401.0375714970833
565.0,1340.857280982479
566.0,1281.9811432742715
567.0,1225.074184894238
568.0,1172.4494705092684
569.0,1126.8307276368712
570.0,1089.563322183899
571.0,1058.0148961024704
572.0,1028.847067397316
573.0,1000.0798913226193
574.0,972.6806689443459
575.0,947.9890633190215
576.0,926.4329255611248
577.0,906.9754605908756
578.0,888.4281073628124
579.0,868.9943553976028
580.0,846.1666204841449
581.0,817.5570374492457
582.0,783.7204049999871
583.0,747.794095166751
584.0,712.8604171461623
585.0,680.3015279289505
586.0,650.3830238962943
587.0,623.0753108847339
588.0,596.1752603375595
589.0,566.4496254089179
590.0,531.5643165238081
591.0,494.082043894327
592.0,458.21350606729743
593.0,426.98265209519803
594.0,398.9380726566433
595.0,371.5777265767015
596.0,343.75594235764436
597.0,317.81397248905756
598.0,296.62677288322305
599.0,281.1780059317527
600.0,268.9737629805037
601.0,257.1628219980789
602.0,243.52480835322802
603.0,226.65884050042146
604.0,205.34913512813563
605.0,180.99397802995054
606.0,157.40889607765166
607.0,138.2031366635195
608.0,123.44642936561296
609.0,110.88395531599987
610.0,98.27751036079204
611.0,83.8257898623455
612.0,65.92886382735792
613.0,43.79148915935925
614.0,20.586371782620393
615.0,0.7083416614238469
616.0,-12.921353343989814
617.0,-22.16533491413672
618.0,-29.84798890138582
619.0,-37.46534248435403
620.0,-43.6314350727488
621.0,-46.60347354276231
622.0,-45.7466867008287
623.0,-42.069123919388154
624.0,-36.66272094669266
625.0,-29.43630342991386
626.0,-19.084316164228348
627.0,-4.315112057622075
628.0,15.275105186433846
629.0,39.475191636702824
630.0,68.02841561120538
631.0,100.41574824821684
632.0,135.99384835726124
633.0,174.07396735195212
634.0,213.74683685294403
635.0,254.03565812883886
636.0,294.97679017185123
637.0,339.7993026860163
638.0,392.34451953230615
639.0,454.43710583830284
640.0,523.8757991021823
641.0,598.0009493937723
642.0,674.9697567110431
643.0,754.0288544486796
644.0,834.4112384492502
645.0,913.7071397895129
646.0,988.0650481060704
647.0,1053.7687500626914
648.0,1108.9390409359194
649.0,1152.7515581755608
650.0,1184.5333398278074
651.0,1204.4348358009497
652.0,1212.908893079393
653.0,1210.9888906692954
654.0,1201.828974052678
655.0,1189.0641874232856
656.0,1175.5584938055704
657.0,1162.4554722943792
658.0,1150.6814952269995
659.0,1141.9402337016602
660.0,1139.0576228872649
661.0,1144.92675692273
662.0,1162.0328180452636
663.0,1192.483790581287
664.0,1238.064329469198
665.0,1297.3675786151348
666.0,1367.103861663622
667.0,1444.1135782581991
668.0,1526.1528491012784
669.0,1611.314101482503
670.0,1697.921740576908
671.0,1785.0973764573496
672.0,1872.1331302087117
673.0,1958.1733806730638
674.0,2042.0593014026601
675.0,2122.5592688072784
676.0,2197.058579918318
677.0,2261.145862735459
678.0,2310.2475301288505
679.0,2339.106656741879
680.0,2341.9119047986674
681.0,2313.8822054770108
682.0,2258.759830408261
683.0,2184.440202495166
684.0,2097.28819492414
685.0,1996.4245428459244
686.0,1878.8708621832182
687.0,1743.8802294214124
688.0,1596.6100218756687
689.0,1443.15930590182
690.0,1288.1784313806143
691.0,1134.052146740034
692.0,983.0093362565636
693.0,838.1471496757981
694.0,703.3868579108588
695.0,582.4154606165852
696.0,476.25953355096135
697.0,384.41799097618605
