x,y
400.0,623.0581647622588
401.0,574.8422673104819
402.0,527.8033467845072
403.0,482.02086352808584
404.0,437.57427788496886
405.0,394.543050198907
406.0,353.00664081365153
407.0,313.0445011946461
408.0,274.73361706158505
409.0,238.14515406906736
410.0,203.349486023463
411.0,170.4301852151207
412.0,139.50197720147045
413.0,110.6837069204273
414.0,83.99047365402811
415.0,59.19249885354227
416.0,36.02628099521857
417.0,14.61341489798748
418.0,-4.040824034258323
419.0,-18.809478838485294
420.0,-28.99446938317785
421.0,-34.881859210357646
422.0,-36.894885228965634
423.0,-35.389351598004296
424.0,-30.570611105151315
425.0,-22.62669880037341
426.0,-12.314891743771993
427.0,-1.6274862287132343
428.0,7.2925338609880965
429.0,14.154092309595082
430.0,22.57361076070427
431.0,36.649064774923225
432.0,58.59729878784495
433.0,86.87978819550298
434.0,119.5107098734625
435.0,154.352291455105
436.0,188.97165254147163
437.0,220.9207543049294
438.0,249.62760477133472
439.0,277.9697485651052
440.0,309.1720513110168
441.0,344.509416193724
442.0,381.86088501891874
443.0,418.76923980720386
444.0,453.08666686522787
445.0,483.17587588635445
446.0,507.4551739788155
447.0,524.7922608653245
448.0,534.7391124630888
449.0,536.9233164779014
450.0,531.879006231116
451.0,521.4491857433487
452.0,507.54219731133054
453.0,490.551346324859
454.0,468.84933224992517
455.0,440.7365190323997
456.0,406.8734510265142
457.0,370.82970102644566
458.0,336.2682126818157
459.0,304.3180061593238
460.0,273.220870877442
461.0,241.16948663808208
462.0,208.96009914397553
463.0,180.06133477821183
464.0,157.9234390981024
465.0,143.05789780914682
466.0,133.18684901945508
467.0,125.94048412219664
468.0,119.27046866111296
469.0,111.40332016661252
470.0,100.7181799244015
471.0,87.74545618948224
472.0,74.67160678975564
473.0,63.51638263748543
474.0,53.61488545944094
475.0,42.44278430519699
476.0,27.675474825472183
477.0,9.614073838863199
478.0,-9.805665480345498
479.0,-28.593661981438782
480.0,-44.48397141577103
481.0,-55.06062007941206
482.0,-58.44435197376652
483.0,-56.99941334631888
484.0,-55.10120301121466
485.0,-56.23631705588949
486.0,-57.83912833580751
487.0,-54.851550406102156
488.0,-43.37536499801457
489.0,-26.22665303670187
490.0,-8.61680422215589
